number,name,form,classification,type-1,type-2,ability-1,ability-2,ability-hidden,predecessors,successors,Red,Green,Blue,Yellow,Gold,Silver,Crystal,Ruby,Sapphire,Fire Red,Leaf Green,Emerald,Colosseum,XD,Diamond,Pearl,Platinum,Heart Gold,Soul Silver,Black,White,Black 2,White 2,X,Y,Omega Ruby,Alpha Sapphire,Sun,Moon,Ultra Sun,Ultra Moon,Let's Go Pikachu!,Let's Go Eevee!,Sword,Shield,Brilliant Diamond,Shining Pearl,Legends Arceus,Scarlet,Violet
869ba,Alcremie,Caramel Swirl - Star,,Fairy,,Sweet Veil,,Aroma Veil,868,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,D,D,—,—,—,CD,CD
869bb,Alcremie,Caramel Swirl - Clover,,Fairy,,Sweet Veil,,Aroma Veil,868,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,D,D,—,—,—,CD,CD
869bc,Alcremie,Caramel Swirl - Flower,,Fairy,,Sweet Veil,,Aroma Veil,868,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,D,D,—,—,—,CD,CD
869bd,Alcremie,Caramel Swirl - Ribbon,,Fairy,,Sweet Veil,,Aroma Veil,868,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,D,D,—,—,—,CD,CD
869be,Alcremie,Rainbow Swirl - Strawberry,,Fairy,,Sweet Veil,,Aroma Veil,868,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,D,D,—,—,—,CD,CD
869bf,Alcremie,Rainbow Swirl - Berry,,Fairy,,Sweet Veil,,Aroma Veil,868,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,D,D,—,—,—,CD,CD
869bg,Alcremie,Rainbow Swirl - Love,,Fairy,,Sweet Veil,,Aroma Veil,868,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,D,D,—,—,—,CD,CD
869bh,Alcremie,Rainbow Swirl - Star,,Fairy,,Sweet Veil,,Aroma Veil,868,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,D,D,—,—,—,CD,CD
869bi,Alcremie,Rainbow Swirl - Clover,,Fairy,,Sweet Veil,,Aroma Veil,868,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,D,D,—,—,—,CD,CD
869bj,Alcremie,Rainbow Swirl - Flower,,Fairy,,Sweet Veil,,Aroma Veil,868,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,D,D,—,—,—,CD,CD
869bk,Alcremie,Rainbow Swirl - Ribbon,,Fairy,,Sweet Veil,,Aroma Veil,868,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,D,D,—,—,—,CD,CD
870,Falinks,,,Fighting,,Battle Armor,,Defiant,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,—,—,—,C,C
871,Pincurchin,,,Electric,,Lightning Rod,,Electric Surge,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,—,—,—,C,C
872,Snom,,,Ice,Bug,Shield Dust,,Ice Scales,,873,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,—,—,—,C,C
873,Frosmoth,,,Ice,Bug,Shield Dust,,Ice Scales,872,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,D,D,—,—,—,C,C
874,Stonjourner,,,Rock,,Power Spot,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,T,—,—,—,C,CC
875a,Eiscue,Ice Face,,Ice,,Ice Face,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,T,C,—,—,—,CC,C
875b,Eiscue,Noice Face,,Ice,,Ice Face,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,T,C,—,—,—,CC,C
876,Indeedee,Male,,Psychic,Normal,Inner Focus,Synchronize,Psychic Surge,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,—,—,—,C,C
876,Indeedee,Female,,Psychic,Normal,Own Tempo,Synchronize,Psychic Surge,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,—,—,—,C,C
877a,Morpeko,Full Belly Mode,,Electric,Dark,Hunger Switch,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,—,—,—,CCD,CD
877b,Morpeko,Hangry Mode,,Electric,Dark,Hunger Switch,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,—,—,—,CCD,CD
878,Cufant,,,Steel,,Sheer Force,,Heavy Metal,,879,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,—,—,—,C,C
879,Copperajah,,,Steel,,Sheer Force,,Heavy Metal,878,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,—,—,—,C,C
880,Dracozolt,,,Electric,Dragon,Volt Absorb,Hustle,Sand Rush,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,R,R,—,—,—,—,—
881,Arctozolt,,,Electric,Ice,Volt Absorb,Static,Slush Rush,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,R,R,—,—,—,—,—
882,Dracovish,,,Water,Dragon,Water Absorb,Strong Jaw,Sand Rush,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,R,R,—,—,—,—,—
883,Arctovish,,,Water,Ice,Water Absorb,Ice Body,Slush Rush,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,R,R,—,—,—,—,—
884,Duraludon,,,Steel,Dragon,Light Metal,Heavy Metal,Stalwart,,1018,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,—,—,—,CD,CD
885,Dreepy,,,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,,886,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,—,—,—,CC,C
886,Drakloak,,,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,885,887,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,—,—,—,CC,C
887,Dragapult,,,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,886,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,D,D,—,—,—,CC,C
888a,Zacian,Hero of Many Battles,Legendary,Fairy,,Intrepid Sword,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,T,—,—,—,T,T
888b,Zacian,Crowned Sword,Legendary,Fairy,Steel,Intrepid Sword,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,T,—,—,—,T,T
889a,Zamazenta,Hero of Many Battles,Legendary,Fighting,,Dauntless Shield,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,T,C,—,—,—,T,T
889b,Zamazenta,Crowned Shield,Legendary,Fighting,Steel,Dauntless Shield,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,T,C,—,—,—,T,T
890,Eternatus,,Legendary,Poison,Dragon,Pressure,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C,—,—,—,T,T
891,Kubfu,,Legendary,Fighting,,Inner Focus,,,,"892a,892b",—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,RD,RD,—,—,—,CD,CD
892a,Urshifu,Single Strike Style,Legendary,Fighting,Dark,Unseen Fist,,,891,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,ED,ED,—,—,—,ED,ED
892b,Urshifu,Rapid Strike Style,Legendary,Fighting,Water,Unseen Fist,,,891,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,ED,ED,—,—,—,ED,ED
893,Zarude,,Mythical,Dark,Grass,Leaf Guard,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Ev,Ev,—,—,—,T,T
893,Zarude,Dada Zarude,Mythical,Dark,Grass,Leaf Guard,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,Ev,Ev,—,—,—,T,T
894,Regieleki,,Legendary,Electric,,Transistor,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,CD,CD,—,—,—,T,T
895,Regidrago,,Legendary,Dragon,,Dragon's Maw,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,CD,CD,—,—,—,T,T
896,Glastrier,,Legendary,Ice,,Chilling Neigh,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,CD,CD,—,—,—,CD,CCD
897,Spectrier,,Legendary,Ghost,,Grim Neigh,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,CD,CD,—,—,—,CCD,CD
898a,Calyrex,Normal,Legendary,Psychic,Grass,Unnerve,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,CD,CD,—,—,—,T,T
898b,Calyrex,Ice Rider,Legendary,Psychic,Ice,Unnerve,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,CD,CD,—,—,—,T,T
898c,Calyrex,Shadow Rider,Legendary,Psychic,Ghost,Unnerve,,,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,CD,CD,—,—,—,T,T
899,Wyrdeer,,,Normal,Psychic,Intimidate,Frisk,Sap Sipper,234,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,TE,TE
900,Kleavor,,,Bug,Rock,Swarm,Sheer Force,Steadfast,123,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,CD,CD
901a,Ursaluna,Normal,,Ground,Normal,Guts,Bulletproof,Unnerve,217,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,TE,TE
901b,Ursaluna,Bloodmoon,Legendary,Ground,Normal,Guts,Bulletproof,Unnerve,217,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,CD,CD
902a,Basculegion,Male,,Water,Ghost,Rattled,Adaptability,Mold Breaker,"550a,550b",,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,CD,CD
902b,Basculegion,Female,,Water,Ghost,Rattled,Adaptability,Mold Breaker,"550a,550b",,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,CD,CD
903,Sneasler,,,Fighting,Poison,Pressure,Unburden,Poison Touch,215b,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,T,T
904,Overqwil,,,Dark,Poison,Poison Point,Swift Swim,Intimidate,211b,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,CD,CD
905a,Enamorus,Incarnate Forme,Legendary,Fairy,Flying,Healer,,Contrary,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,T,T
905b,Enamorus,Therian Forme,Legendary,Fairy,Flying,Overcoat,,Contrary,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,T,T

906,Sprigatito,,,Grass,,Overgrow,,Protean,,907,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,R,R
907,Floragato,,,Grass,,Overgrow,,Protean,906,908,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E
908,Meowscarada,,,Grass,Dark,Overgrow,,Protean,907,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E
909,Fuecoco,,,Fire,,Blaze,,Unaware,,910,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,R,R
910,Crocalor,,,Fire,,Blaze,,Unaware,909,911,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E
911,Skeledirge,,,Fire,Ghost,Blaze,,Unaware,910,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E
912,Quaxly,,,Water,,Torrent,,Moxie,,913,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,R,R
913,Quaxwell,,,Water,,Torrent,,Moxie,912,914,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E
914,Quaquaval,,,Water,Fighting,Torrent,,Moxie,913,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,E,E
915,Lechonk,,,Normal,,Aroma Veil,Gluttony,Thick Fat,,"916a,916b",—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C
916a,Oinkologne,Male,,Normal,,Lingering Aroma,Gluttony,Thick Fat,915,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C
916b,Oinkologne,Female,,Normal,,Aroma Veil,Gluttony,Thick Fat,915,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C
917,Tarountula,,,Bug,,Insomnia,,Stakeout,,918,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C
918,Spidops,,,Bug,,Insomnia,,Stakeout,917,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C
919,Nymble,,,Bug,,Swarm,,Tinted Lens,,920,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C
920,Lokix,,,Bug,Dark,Swarm,,Tinted Lens,919,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C
921,Pawmi,,,Electric,,Static,Natural Cure,Iron Fist,,922,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C
922,Pawmo,,,Electric,Fighting,Volt Absorb,Natural Cure,Iron Fist,921,923,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C
923,Pawmot,,,Electric,Fighting,Static,Natural Cure,Iron Fist,922,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C
924,Tandemaus,,,Normal,,Run Away,Pickup,Own Tempo,,"925a,925b",—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C
925a,Maushold,Family of Four,,Normal,,Friend Guard,Cheek Pouch,Technician,924,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C
925b,Maushold,Family of Three,,Normal,,Friend Guard,Cheek Pouch,Technician,924,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C
926,Fidough,,,Fairy,,Own Tempo,,Klutz,,927,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C
927,Dachsbun,,,Fairy,,Well-Baked Body,,Aroma Veil,926,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C
928,Smoliv,,,Grass,Normal,Early Bird,,Harvest,,929,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C
929,Dolliv,,,Grass,Normal,Early Bird,,Harvest,928,930,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C
930,Arboliva,,,Grass,Normal,Seed Sower,,Harvest,929,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C
931a,Squawkabilly,Green Plumage,,Normal,Flying,Intimidate,Hustle,Guts,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C
931b,Squawkabilly,Blue Plumage,,Normal,Flying,Intimidate,Hustle,Guts,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C
931c,Squawkabilly,Yellow Plumage,,Normal,Flying,Intimidate,Hustle,Sheer Force,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C
931d,Squawkabilly,White Plumage,,Normal,Flying,Intimidate,Hustle,Sheer Force,,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C
932,Nacli,,,Rock,,Purifying Salt,Sturdy,Clear Body,,933,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C
933,Naclstack,,,Rock,,Purifying Salt,Sturdy,Clear Body,932,934,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C
934,Garganacl,,,Rock,,Purifying Salt,Sturdy,Clear Body,933,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C
935,Charcadet,,,Fire,,Flash Fire,,Flame Body,,"936,937",—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C
936,Armarouge,,,Fire,Psychic,Flash Fire,,Weak Armor,935,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,CC
937,Ceruledge,,,Fire,Ghost,Flash Fire,,Weak Armor,935,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,CC,C
938,Tadbulb,,,Electric,,Own Tempo,Static,Damp,,939,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C
939,Bellibolt,,,Electric,,Electromorphosis,Static,Damp,938,,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,C,C
